property_id,application_id,appraised_value,valuation_date,valuation_method,avm_confidence_score,fema_flood_zone,census_tract,property_latitude,property_longitude
PROP202401507,APP202401507,163500,8/8/2024,full_appraisal,,X,639297.21,28.402755,-70.248885
PROP202401508,APP202401508,101100,12/9/2024,full_appraisal,,X,119571.69,47.016652,-105.261024
PROP202401509,APP202401509,126100,8/15/2024,full_appraisal,,X,342753.8,37.487529,-111.119016
PROP202401510,APP202401510,219900,3/11/2024,full_appraisal,,X,364139.22,41.53807,-115.353127
PROP202401511,APP202401511,126400,12/11/2024,full_appraisal,,X,846928.69,31.471812,-72.301574
PROP202401512,APP202401512,264200,3/15/2024,full_appraisal,,X,465290.07,31.862698,-83.443701
PROP202401513,APP202401513,106500,3/24/2024,full_appraisal,,AE,965013.97,40.780311,-121.140648
PROP202401514,APP202401514,218100,8/4/2024,exterior_only,,X,254349.6,44.594114,-105.1092
PROP202401515,APP202401515,121000,3/10/2024,full_appraisal,,X,239435.52,45.962821,-97.622541
PROP202401516,APP202401516,167500,7/25/2024,full_appraisal,,X,466276.44,39.080893,-75.154078
PROP202401517,APP202401517,164800,9/11/2024,full_appraisal,,AE,808731.59,39.251645,-70.80867
PROP202401518,APP202401518,186200,2/1/2024,desktop,,X,502624.39,43.286598,-79.1606
PROP202401519,APP202401519,148400,5/19/2024,full_appraisal,,X,506626.96,38.419779,-84.624638
PROP202401520,APP202401520,91300,10/19/2024,full_appraisal,,X,647657.15,38.069312,-82.763618
PROP202401521,APP202401521,148200,7/3/2024,full_appraisal,,X,902831.71,36.790728,-96.304988
PROP202401522,APP202401522,80000,4/29/2024,avm,0.897,AE,255552.74,48.686363,-119.017666
PROP202401523,APP202401523,166800,3/28/2024,full_appraisal,,X,501498.56,35.328283,-103.954463
PROP202401524,APP202401524,132700,6/28/2024,avm,0.964,X,751916.08,36.540266,-111.344572
PROP202401525,APP202401525,205200,9/13/2024,full_appraisal,,X,147320.83,41.007011,-81.511607
PROP202401526,APP202401526,144600,8/20/2024,exterior_only,,X,586934.64,31.644375,-94.502617
PROP202401527,APP202401527,188100,3/11/2024,full_appraisal,,X,618122.11,33.723607,-78.636813
PROP202401528,APP202401528,127500,2/19/2024,desktop,,AE,199294.88,36.768937,-85.288582
PROP202401529,APP202401529,114600,7/22/2024,full_appraisal,,X,279359.72,36.029853,-71.545915
PROP202401530,APP202401530,275300,2/7/2024,avm,0.777,X,704067.63,37.807325,-94.865811
PROP202401531,APP202401531,158700,3/27/2024,exterior_only,,AE,258456.33,40.525709,-117.355262
PROP202401532,APP202401532,102000,3/6/2024,full_appraisal,,X,451649.69,29.539401,-90.617281
PROP202401533,APP202401533,201800,5/24/2024,avm,0.847,X,580129.98,44.844594,-89.405372
PROP202401534,APP202401534,90100,6/24/2024,full_appraisal,,X,138206.49,30.487218,-86.139304
PROP202401535,APP202401535,228600,10/28/2024,desktop,,X,705828.37,42.281041,-89.777626
PROP202401536,APP202401536,261500,5/26/2024,full_appraisal,,X,404564.01,25.754378,-99.591529
PROP202401537,APP202401537,113600,2/13/2024,avm,0.788,X,232906.05,42.966527,-103.987824
PROP202401538,APP202401538,141200,10/31/2024,full_appraisal,,X,102091.34,43.414335,-88.170355
PROP202401539,APP202401539,251500,6/10/2024,full_appraisal,,X,952481.62,39.868044,-96.226809
PROP202401540,APP202401540,149700,7/31/2024,exterior_only,,AE,148632.92,43.506391,-85.256302
PROP202401541,APP202401541,80000,1/20/2024,avm,0.868,AE,975048.17,32.72403,-101.566006
PROP202401542,APP202401542,113400,10/14/2024,exterior_only,,X,566667.91,34.7663,-100.281125
PROP202401543,APP202401543,237200,3/22/2024,full_appraisal,,X,745113.32,28.733817,-92.440389
PROP202401544,APP202401544,158000,5/19/2024,desktop,,X,876458.96,40.347554,-109.566928
PROP202401545,APP202401545,121600,11/12/2024,exterior_only,,X,292444.1,44.905995,-92.099487
PROP202401546,APP202401546,246600,2/5/2024,avm,0.715,X,259588.88,44.739846,-77.209358
PROP202401547,APP202401547,228000,4/24/2024,full_appraisal,,X,473148.21,43.288028,-121.088326
PROP202401548,APP202401548,275500,7/30/2024,exterior_only,,X,730966.02,29.791099,-70.974189
PROP202401549,APP202401549,177000,12/2/2024,exterior_only,,AE,249338.89,30.788835,-114.492941
PROP202401550,APP202401550,152700,12/22/2024,full_appraisal,,X,325796.07,35.658132,-79.487094
PROP202401551,APP202401551,159300,4/26/2024,avm,0.81,X,983006.03,30.813769,-87.368251
PROP202401552,APP202401552,233100,12/10/2024,avm,0.724,X,833027.48,26.690066,-91.899622
PROP202401553,APP202401553,107500,9/25/2024,full_appraisal,,X,358113.43,42.735659,-99.972271
PROP202401554,APP202401554,147300,8/5/2024,full_appraisal,,X,544272.23,33.9037,-87.099856
PROP202401555,APP202401555,82700,11/28/2024,full_appraisal,,X,632976.53,35.431923,-93.209858
PROP202401556,APP202401556,194600,8/3/2024,avm,0.933,X,983398.15,32.364684,-121.241297
PROP202401557,APP202401557,135900,8/18/2024,avm,0.677,X,314901.18,27.066243,-84.901395
PROP202401558,APP202401558,134600,9/17/2024,full_appraisal,,X,920631.81,40.848367,-81.100956
PROP202401559,APP202401559,147800,12/13/2024,exterior_only,,X,130101.17,34.82285,-95.533733
PROP202401560,APP202401560,159100,5/22/2024,full_appraisal,,X,496762.49,48.419365,-96.660389
PROP202401561,APP202401561,134200,8/6/2024,full_appraisal,,X,501355.53,36.197475,-84.15708
PROP202401562,APP202401562,97100,5/5/2024,full_appraisal,,X,461599.98,43.654246,-81.545856
PROP202401563,APP202401563,80000,7/14/2024,full_appraisal,,X,365552.02,40.317181,-88.661957
PROP202401564,APP202401564,294100,7/19/2024,avm,0.783,X,801564.86,28.0314,-119.882195
PROP202401565,APP202401565,290700,1/24/2025,full_appraisal,,X,990096.55,39.296541,-95.652446
PROP202401566,APP202401566,184300,6/4/2024,desktop,,AE,577966.82,35.684533,-73.426043
PROP202401567,APP202401567,114700,9/1/2024,full_appraisal,,X,149557.68,38.484231,-73.746434
PROP202401568,APP202401568,100000,6/15/2024,avm,0.787,X,151228.54,32.193944,-93.948274
PROP202401569,APP202401569,182500,2/6/2024,full_appraisal,,X,871685.58,48.295933,-108.267167
PROP202401570,APP202401570,153300,11/8/2024,exterior_only,,X,531199.39,33.058514,-113.545058
PROP202401571,APP202401571,130600,12/17/2024,full_appraisal,,X,274791.52,37.439018,-108.104319
PROP202401572,APP202401572,120400,9/15/2024,full_appraisal,,X,234850.97,40.998887,-80.121006
PROP202401573,APP202401573,107900,11/9/2024,desktop,,X,800368.68,28.472094,-108.412529
PROP202401574,APP202401574,130100,10/5/2024,avm,0.664,X,187318.96,40.353219,-112.705032
PROP202401575,APP202401575,160200,5/16/2024,avm,0.727,X,224733.3,43.87886,-100.753545
PROP202401576,APP202401576,198400,12/3/2024,full_appraisal,,X,657963.2,47.698075,-85.780971
PROP202401577,APP202401577,146000,10/20/2024,full_appraisal,,X,511147,44.818497,-94.262826
PROP202401578,APP202401578,216900,7/28/2024,full_appraisal,,X,955762.23,38.835086,-113.198028
PROP202401579,APP202401579,128400,8/12/2024,avm,0.717,X,967371.79,37.516081,-77.113097
PROP202401580,APP202401580,186700,11/4/2024,full_appraisal,,X,343188.56,34.481535,-77.063087
PROP202401581,APP202401581,175000,4/20/2024,full_appraisal,,X,147937.44,32.098669,-84.816602
PROP202401582,APP202401582,369500,7/21/2024,exterior_only,,X,811355.36,43.303186,-95.024875
PROP202401583,APP202401583,140700,3/21/2024,full_appraisal,,X,932153.94,28.281148,-69.635985
PROP202401584,APP202401584,157600,3/2/2024,exterior_only,,X,914777,42.930641,-85.713265
PROP202401585,APP202401585,125700,4/4/2024,full_appraisal,,X,132702.87,27.514752,-67.456627
PROP202401586,APP202401586,196100,12/12/2024,full_appraisal,,AE,211040.59,26.585245,-76.939801
PROP202401587,APP202401587,147500,8/30/2024,full_appraisal,,X,726343.17,29.363467,-68.746125
PROP202401588,APP202401588,214500,7/30/2024,desktop,,AE,396881.78,25.395299,-115.488184
PROP202401589,APP202401589,139600,5/15/2024,full_appraisal,,X,635354.21,48.524804,-111.468722
PROP202401590,APP202401590,223500,6/8/2024,full_appraisal,,X,283404.71,32.09016,-75.129038
PROP202401591,APP202401591,107100,3/28/2024,full_appraisal,,X,424067.86,34.823893,-74.005657
PROP202401592,APP202401592,132500,12/3/2024,desktop,,X,656047.14,33.752831,-101.839256
PROP202401593,APP202401593,139000,3/1/2024,full_appraisal,,X,720018.2,46.965235,-78.793627
PROP202401594,APP202401594,295800,12/13/2024,exterior_only,,X,375825.04,46.528228,-85.93061
PROP202401595,APP202401595,233200,6/16/2024,full_appraisal,,X,502536.29,42.950848,-96.018194
PROP202401596,APP202401596,122500,9/24/2024,full_appraisal,,X,354181.96,27.016556,-122.413492
PROP202401597,APP202401597,175000,5/19/2024,full_appraisal,,X,880144.89,27.187973,-106.112498
PROP202401598,APP202401598,130600,12/21/2024,full_appraisal,,X,764031.59,43.416487,-109.064809
PROP202401599,APP202401599,158900,7/20/2024,full_appraisal,,X,677475.81,27.489482,-120.265748
PROP202401600,APP202401600,176600,11/17/2024,exterior_only,,X,513171.32,40.968959,-96.136835
PROP202401601,APP202401601,111500,3/10/2024,avm,0.669,AE,663954.77,31.437034,-68.495422
PROP202401602,APP202401602,186700,12/18/2024,full_appraisal,,AE,471457.48,31.283183,-83.748789
PROP202401603,APP202401603,153800,9/24/2024,exterior_only,,X,456484.82,25.434828,-92.28356
PROP202401604,APP202401604,192000,10/13/2024,full_appraisal,,X,865757.44,36.867578,-106.990998
PROP202401605,APP202401605,113300,2/21/2024,full_appraisal,,AE,133267.38,32.352459,-116.594534
PROP202401606,APP202401606,117100,12/28/2024,avm,0.665,X,163706.55,45.905605,-91.170482
PROP202401607,APP202401607,188700,5/2/2024,desktop,,X,198365.63,34.472985,-121.475751
PROP202401608,APP202401608,171600,9/26/2024,full_appraisal,,AE,518985.53,44.093745,-86.896382
PROP202401609,APP202401609,150700,11/25/2024,full_appraisal,,X,706996.31,32.153679,-118.67714
PROP202401610,APP202401610,95700,7/7/2024,avm,0.793,X,103120.88,46.189439,-83.624676
PROP202401611,APP202401611,123000,11/3/2024,full_appraisal,,X,566283.94,27.471716,-79.928819
PROP202401612,APP202401612,120500,12/17/2024,full_appraisal,,VE,692203.83,47.381408,-82.015949
PROP202401613,APP202401613,131700,6/19/2024,avm,0.815,AE,663612.38,34.02806,-105.308166
PROP202401614,APP202401614,259100,7/5/2024,full_appraisal,,AE,625926.09,26.688364,-116.881352
PROP202401615,APP202401615,114500,3/12/2024,full_appraisal,,AE,288661.81,31.790778,-116.953614
PROP202401616,APP202401616,108500,8/17/2024,avm,0.772,AE,864950.23,30.859997,-121.958657
PROP202401617,APP202401617,134300,1/12/2024,full_appraisal,,X,964274.55,31.370106,-68.939262
PROP202401618,APP202401618,129300,10/13/2024,full_appraisal,,X,415260.77,36.352083,-85.29479
PROP202401619,APP202401619,430200,2/14/2024,full_appraisal,,X,313299.52,29.442909,-97.485221
PROP202401620,APP202401620,116100,5/28/2024,exterior_only,,X,243076.47,34.193866,-121.382319
PROP202401621,APP202401621,260900,4/24/2024,avm,0.865,AE,875086.42,35.239433,-96.246663
PROP202401622,APP202401622,147800,10/22/2024,avm,0.732,X,421235.53,40.98474,-110.716957
PROP202401623,APP202401623,130100,9/4/2024,exterior_only,,X,946816.08,25.314755,-85.761153
PROP202401624,APP202401624,190200,12/25/2024,full_appraisal,,AE,631693.1,26.348274,-101.06089
PROP202401625,APP202401625,158100,3/10/2024,full_appraisal,,X,270160.2,33.233453,-120.907435
PROP202401626,APP202401626,125400,1/22/2024,avm,0.892,X,368559.61,40.334932,-92.461146
PROP202401627,APP202401627,165300,4/5/2024,desktop,,X,964935.21,37.401573,-123.178788
PROP202401628,APP202401628,134300,10/19/2024,full_appraisal,,AE,704918.46,32.931402,-84.261618
PROP202401629,APP202401629,99300,5/26/2024,desktop,,X,678968.56,42.795112,-108.764139
PROP202401630,APP202401630,189100,1/24/2025,exterior_only,,X,725977.16,26.519019,-71.274109
PROP202401631,APP202401631,461200,7/7/2024,avm,0.809,X,557168.74,32.979168,-80.68677
PROP202401632,APP202401632,177500,10/5/2024,exterior_only,,AO,148872.11,33.200908,-68.489416
PROP202401633,APP202401633,307300,3/11/2024,desktop,,X,898128.87,34.522769,-120.053729
PROP202401634,APP202401634,253100,4/27/2024,avm,0.905,AE,685850.59,33.488769,-89.218271
PROP202401635,APP202401635,184400,11/20/2024,avm,0.761,X,752962.58,45.352457,-100.464006
PROP202401636,APP202401636,162900,3/12/2024,full_appraisal,,AE,339130.63,40.753746,-100.491959
PROP202401637,APP202401637,135400,7/18/2024,full_appraisal,,AE,336664.33,27.207032,-99.307921
PROP202401638,APP202401638,118500,10/25/2024,avm,0.979,X,156632.92,44.404354,-98.845263
PROP202401639,APP202401639,186700,7/7/2024,avm,0.694,X,902566.7,37.272194,-110.719963
PROP202401640,APP202401640,168500,11/12/2024,avm,0.749,X,592007.35,35.08818,-72.059384
PROP202401641,APP202401641,232200,5/9/2024,full_appraisal,,X,600656.21,46.169633,-97.060916
PROP202401642,APP202401642,138300,4/27/2024,full_appraisal,,X,506499.63,33.209417,-88.447627
PROP202401643,APP202401643,133100,2/20/2024,exterior_only,,AO,883081.44,28.505533,-100.39976
PROP202401644,APP202401644,204000,3/16/2024,exterior_only,,X,281259.33,36.310994,-70.532021
PROP202401645,APP202401645,140800,6/7/2024,full_appraisal,,X,796263.49,28.384871,-95.299248
PROP202401646,APP202401646,176100,8/4/2024,full_appraisal,,X,200407.66,42.633535,-96.883123
PROP202401647,APP202401647,144300,4/22/2024,exterior_only,,X,881297.97,37.008777,-117.188236
PROP202401648,APP202401648,178300,4/2/2024,full_appraisal,,X,746855.88,37.46724,-81.296572
PROP202401649,APP202401649,104800,12/10/2024,avm,0.829,X,153214.68,34.351919,-107.16625
PROP202401650,APP202401650,148600,8/13/2024,full_appraisal,,X,920550.68,34.690468,-112.279749
PROP202401651,APP202401651,274300,3/26/2024,exterior_only,,X,336943.3,32.061493,-95.597737
PROP202401652,APP202401652,231400,3/5/2024,exterior_only,,X,589591.47,43.281116,-72.724013
PROP202401653,APP202401653,202700,6/13/2024,exterior_only,,X,690622.59,47.064725,-103.503289
PROP202401654,APP202401654,167800,6/23/2024,full_appraisal,,X,705722.44,38.777962,-100.448489
PROP202401655,APP202401655,236100,12/23/2024,avm,0.881,AE,970334.94,40.603293,-92.088198
PROP202401656,APP202401656,201800,7/28/2024,full_appraisal,,X,647107.77,28.12535,-69.656256
PROP202401657,APP202401657,193000,11/6/2024,exterior_only,,X,944516.52,42.09853,-69.083166
PROP202401658,APP202401658,122800,1/23/2024,exterior_only,,X,993182.43,26.899165,-117.196279
PROP202401659,APP202401659,161700,1/2/2025,full_appraisal,,VE,538243.78,35.215034,-78.451892
PROP202401660,APP202401660,187400,12/11/2024,full_appraisal,,X,366650.83,46.758304,-97.263458
PROP202401661,APP202401661,292300,10/18/2024,full_appraisal,,X,762486.64,43.739115,-93.934927
PROP202401662,APP202401662,134300,8/24/2024,full_appraisal,,X,855007.66,39.38907,-114.400681
PROP202401663,APP202401663,163200,6/22/2024,full_appraisal,,X,284054.18,35.134627,-108.042195
PROP202401664,APP202401664,277600,9/27/2024,avm,0.696,X,939444.25,32.332573,-70.405026
PROP202401665,APP202401665,104400,2/7/2024,exterior_only,,X,521779.72,31.62982,-77.624039
PROP202401666,APP202401666,98000,6/21/2024,exterior_only,,X,170674.92,44.837548,-94.035849
PROP202401667,APP202401667,196300,9/5/2024,full_appraisal,,X,218181.67,37.161235,-91.380772
PROP202401668,APP202401668,171400,7/14/2024,avm,0.944,X,185581.01,27.990515,-105.986549
PROP202401669,APP202401669,153100,3/28/2024,full_appraisal,,X,448000.14,25.19928,-67.773715
PROP202401670,APP202401670,157100,9/2/2024,full_appraisal,,AE,644198.16,32.83145,-95.373442
PROP202401671,APP202401671,163600,6/11/2024,full_appraisal,,X,733612.52,37.817479,-90.0017
PROP202401672,APP202401672,201600,11/6/2024,exterior_only,,X,639310.47,35.415039,-94.032736
PROP202401673,APP202401673,104500,6/26/2024,avm,0.695,X,511883.24,28.176637,-87.60021
PROP202401674,APP202401674,150200,6/24/2024,avm,0.736,X,953428.95,31.461655,-71.765814
PROP202401675,APP202401675,226100,10/4/2024,full_appraisal,,AE,467650.08,30.302975,-96.589515
PROP202401676,APP202401676,171700,7/1/2024,full_appraisal,,AO,442037.76,27.290187,-85.166641
PROP202401677,APP202401677,180300,8/11/2024,full_appraisal,,X,573141.62,46.703285,-90.705604
PROP202401678,APP202401678,251300,4/13/2024,full_appraisal,,X,127373.1,37.338838,-97.745002
PROP202401679,APP202401679,212000,5/14/2024,full_appraisal,,X,511143.13,43.761676,-99.752689
PROP202401680,APP202401680,172500,8/30/2024,full_appraisal,,X,204299.37,25.047418,-74.040898
PROP202401681,APP202401681,152600,9/5/2024,full_appraisal,,X,150430.46,32.568622,-93.714792
PROP202401682,APP202401682,96900,5/31/2024,avm,0.796,X,158840,40.105678,-91.244933
PROP202401683,APP202401683,124000,3/25/2024,full_appraisal,,X,919545.14,25.505683,-113.770291
PROP202401684,APP202401684,174900,12/23/2024,avm,0.757,X,989105.9,46.84657,-94.965609
PROP202401685,APP202401685,298400,10/12/2024,full_appraisal,,X,252078.37,40.000312,-71.665992
PROP202401686,APP202401686,244700,7/3/2024,exterior_only,,X,710646.28,34.08715,-107.034481
PROP202401687,APP202401687,180100,3/31/2024,exterior_only,,X,539720.5,32.946464,-81.998442
PROP202401688,APP202401688,192800,12/6/2024,exterior_only,,X,424162.39,31.578084,-95.853328
PROP202401689,APP202401689,144400,10/20/2024,avm,0.786,X,136151.01,39.246211,-99.935159
PROP202401690,APP202401690,156000,2/17/2024,exterior_only,,X,405823.21,36.655996,-111.95663
PROP202401691,APP202401691,160400,9/8/2024,full_appraisal,,X,655302.8,38.255947,-104.168158
PROP202401692,APP202401692,106000,1/10/2025,full_appraisal,,X,623499.43,32.40378,-100.425477
PROP202401693,APP202401693,104700,4/8/2024,full_appraisal,,X,467532.71,44.778718,-110.43278
PROP202401694,APP202401694,147400,10/10/2024,avm,0.604,X,625384.27,36.798557,-105.304388
PROP202401695,APP202401695,228200,6/12/2024,exterior_only,,X,443661.24,32.043951,-72.527252
PROP202401696,APP202401696,203800,7/11/2024,full_appraisal,,X,332465.04,34.426011,-101.409591
PROP202401697,APP202401697,208900,12/30/2024,full_appraisal,,X,157667.83,47.315085,-89.194039
PROP202401698,APP202401698,126100,12/13/2024,avm,0.721,X,584875.85,35.788125,-85.813133
PROP202401699,APP202401699,114000,4/19/2024,full_appraisal,,X,541460.07,32.502702,-93.64809
PROP202401700,APP202401700,223300,11/25/2024,full_appraisal,,X,665679.61,37.697028,-100.908689
PROP202401701,APP202401701,141100,7/3/2024,full_appraisal,,AE,610859.67,31.255491,-73.390068
PROP202401702,APP202401702,227600,4/2/2024,exterior_only,,X,475552.44,26.465397,-86.850058
PROP202401703,APP202401703,106700,6/17/2024,full_appraisal,,AE,948719.12,47.035264,-120.597732
PROP202401704,APP202401704,213100,12/13/2024,avm,0.79,X,522846.37,42.700215,-108.934373
PROP202401705,APP202401705,128700,6/15/2024,full_appraisal,,X,453310.98,32.73236,-97.579485
PROP202401706,APP202401706,145700,12/4/2024,desktop,,X,575894.13,39.507922,-108.362405
PROP202401707,APP202401707,141300,4/4/2024,avm,0.735,X,160408.38,25.083665,-90.205181
PROP202401708,APP202401708,164100,4/3/2024,full_appraisal,,AE,400595.42,35.529818,-80.804258
PROP202401709,APP202401709,81400,4/6/2024,full_appraisal,,X,843416.7,35.059691,-120.769476
PROP202401710,APP202401710,245000,11/28/2024,exterior_only,,X,382017.23,29.767263,-110.416633
PROP202401711,APP202401711,194600,6/30/2024,exterior_only,,X,325541.12,30.498474,-112.40525
PROP202401712,APP202401712,147600,9/9/2024,avm,0.974,X,102284.06,46.732976,-104.448715
PROP202401713,APP202401713,105500,6/11/2024,full_appraisal,,X,856063.21,48.698907,-120.177877
PROP202401714,APP202401714,181500,7/15/2024,avm,0.927,X,300163.12,29.289173,-100.557007
PROP202401715,APP202401715,217800,9/6/2024,full_appraisal,,X,282509.46,44.675764,-85.267348
PROP202401716,APP202401716,143400,10/30/2024,full_appraisal,,X,322004.12,40.030586,-114.725789
PROP202401717,APP202401717,238100,11/5/2024,full_appraisal,,X,330298.32,25.897495,-89.189837
PROP202401718,APP202401718,139100,1/15/2024,exterior_only,,X,286187.6,30.711639,-68.58964
PROP202401719,APP202401719,154200,5/2/2024,full_appraisal,,AE,679264.26,38.583022,-71.786412
PROP202401720,APP202401720,192800,9/10/2024,full_appraisal,,X,800149.37,33.134705,-73.218097
PROP202401721,APP202401721,96700,3/1/2024,full_appraisal,,X,132274.84,41.462125,-71.369768
PROP202401722,APP202401722,265600,9/25/2024,desktop,,X,786098.52,46.147187,-86.521769
PROP202401723,APP202401723,223400,5/7/2024,avm,0.69,X,834961.64,31.691798,-93.516362
PROP202401724,APP202401724,80000,1/8/2025,full_appraisal,,X,759332.48,44.129632,-117.568562
PROP202401725,APP202401725,221000,6/10/2024,full_appraisal,,AE,682825.42,44.870433,-69.693136
PROP202401726,APP202401726,157800,9/22/2024,avm,0.822,X,733007.08,43.232289,-110.470794
PROP202401727,APP202401727,182700,3/24/2024,avm,0.922,X,761643.57,40.207668,-82.136452
PROP202401728,APP202401728,213400,11/10/2024,desktop,,X,131738.25,43.086487,-109.304198
PROP202401729,APP202401729,140100,11/17/2024,full_appraisal,,X,900120.59,28.346997,-68.150738
PROP202401730,APP202401730,243500,1/15/2025,full_appraisal,,X,233845.55,45.069876,-122.580899
PROP202401731,APP202401731,179000,10/10/2024,full_appraisal,,X,682295.82,36.762696,-112.790811
PROP202401732,APP202401732,152300,9/18/2024,avm,0.777,X,262309.07,26.126568,-81.079494
PROP202401733,APP202401733,203200,4/7/2024,avm,0.772,AE,371013.03,37.08285,-116.833396
PROP202401734,APP202401734,145700,6/18/2024,avm,0.891,X,635737.65,34.642916,-96.87532
PROP202401735,APP202401735,212100,9/17/2024,avm,0.976,X,209080.72,48.446742,-77.865729
PROP202401736,APP202401736,204800,12/18/2024,avm,0.838,X,595106.63,28.098074,-79.790481
PROP202401737,APP202401737,117000,3/11/2024,exterior_only,,X,952068.12,40.649337,-119.958112
PROP202401738,APP202401738,152600,8/22/2024,full_appraisal,,X,417754.93,37.485838,-71.54704
PROP202401739,APP202401739,124700,4/27/2024,full_appraisal,,X,782404.98,33.61378,-77.97948
PROP202401740,APP202401740,80000,8/4/2024,exterior_only,,AE,948518.38,38.732885,-122.555688
PROP202401741,APP202401741,291000,6/14/2024,exterior_only,,AE,265552.83,46.028331,-75.764358
PROP202401742,APP202401742,133900,2/14/2024,full_appraisal,,X,134385.67,29.593132,-104.778423
PROP202401743,APP202401743,106500,7/27/2024,full_appraisal,,X,670278.29,48.245153,-74.5163
PROP202401744,APP202401744,579200,3/11/2024,avm,0.614,X,189946.48,45.851138,-80.058708
PROP202401745,APP202401745,133800,2/6/2024,desktop,,AE,124907.83,40.017313,-102.824058
PROP202401746,APP202401746,98200,12/13/2024,avm,0.7,X,883046.52,47.110961,-84.72805
PROP202401747,APP202401747,80000,11/21/2024,exterior_only,,X,206629.65,32.470601,-108.627899
PROP202401748,APP202401748,229000,5/17/2024,exterior_only,,VE,509452.1,26.079551,-106.144302
PROP202401749,APP202401749,126400,4/28/2024,avm,0.67,X,659467.01,48.112149,-93.176819
PROP202401750,APP202401750,175100,2/7/2024,full_appraisal,,X,888150.42,32.896555,-90.468618
PROP202401751,APP202401751,145900,10/24/2024,avm,0.867,AE,527535.72,36.38171,-81.001352
PROP202401752,APP202401752,153700,12/28/2024,full_appraisal,,X,453722.23,33.891822,-113.06959
PROP202401753,APP202401753,110400,8/25/2024,avm,0.606,X,809365.35,37.162503,-79.813589
PROP202401754,APP202401754,165200,11/6/2024,full_appraisal,,X,801292.86,47.169435,-74.980061
PROP202401755,APP202401755,145200,3/6/2024,exterior_only,,X,509420.66,31.956965,-69.333748
PROP202401756,APP202401756,234500,12/21/2024,full_appraisal,,AE,530919.33,33.482193,-67.672228
PROP202401757,APP202401757,160500,5/25/2024,full_appraisal,,X,288113.24,46.142945,-121.974082
PROP202401758,APP202401758,108700,5/1/2024,avm,0.629,X,523193.61,32.514025,-118.573832
PROP202401759,APP202401759,170000,6/19/2024,exterior_only,,X,110171.72,27.930648,-100.914656
PROP202401760,APP202401760,217100,5/9/2024,exterior_only,,X,179619.45,27.314353,-119.523102
PROP202401761,APP202401761,80000,10/8/2024,full_appraisal,,X,224435.74,40.184703,-80.008014
PROP202401762,APP202401762,116900,5/5/2024,avm,0.625,AE,574285.49,26.141078,-73.77931
PROP202401763,APP202401763,181100,10/27/2024,avm,0.823,X,704994.09,48.724436,-71.075305
PROP202401764,APP202401764,208300,11/14/2024,exterior_only,,X,450388.74,28.358633,-76.965412
PROP202401765,APP202401765,211700,6/5/2024,avm,0.819,X,605571.32,35.670759,-109.461634
PROP202401766,APP202401766,185100,8/8/2024,full_appraisal,,X,275775.15,33.229978,-86.792513
PROP202401767,APP202401767,190800,6/13/2024,exterior_only,,X,216554.84,26.232177,-83.985739
PROP202401768,APP202401768,191100,4/26/2024,full_appraisal,,X,719126,46.593086,-97.163657
PROP202401769,APP202401769,192200,11/5/2024,avm,0.643,X,329625.56,37.22017,-100.96571
PROP202401770,APP202401770,149300,7/11/2024,full_appraisal,,X,504272.14,30.046298,-94.224777
PROP202401771,APP202401771,173900,12/26/2024,exterior_only,,X,279081.49,37.517697,-78.987277
PROP202401772,APP202401772,105400,10/11/2024,full_appraisal,,X,718879.06,34.54765,-82.899351
PROP202401773,APP202401773,349800,8/4/2024,avm,0.908,X,238540.68,27.139977,-69.344911
PROP202401774,APP202401774,132400,5/26/2024,full_appraisal,,AE,707779.13,47.803838,-74.148017
PROP202401775,APP202401775,346600,12/11/2024,exterior_only,,X,599448.6,26.746358,-94.161352
PROP202401776,APP202401776,163000,10/13/2024,full_appraisal,,X,613336.91,44.266654,-88.254318
PROP202401777,APP202401777,198000,5/9/2024,exterior_only,,X,391148.42,45.488515,-114.67158
PROP202401778,APP202401778,260700,1/19/2024,exterior_only,,AH,345706.73,35.394682,-93.05177
PROP202401779,APP202401779,191200,6/7/2024,exterior_only,,AE,333679.46,36.354459,-86.464216
PROP202401780,APP202401780,127700,9/3/2024,exterior_only,,X,958564.05,40.601577,-116.685906
PROP202401781,APP202401781,162000,9/18/2024,avm,0.794,X,548463.52,27.877662,-118.580729
PROP202401782,APP202401782,190000,6/15/2024,desktop,,X,159660.1,25.535487,-79.872112
PROP202401783,APP202401783,176700,6/30/2024,exterior_only,,X,989018.29,40.407593,-108.175732
PROP202401784,APP202401784,142200,2/7/2024,full_appraisal,,X,592268.6,38.798644,-114.48454
PROP202401785,APP202401785,82000,7/3/2024,desktop,,AE,393169.47,33.812146,-93.985579
PROP202401786,APP202401786,227200,11/24/2024,full_appraisal,,X,659619.8,29.853731,-106.863813
PROP202401787,APP202401787,193600,5/15/2024,avm,0.945,X,403985.5,36.443666,-71.032025
PROP202401788,APP202401788,131500,1/14/2025,full_appraisal,,X,393264.48,32.282922,-88.118769
PROP202401789,APP202401789,140100,7/19/2024,avm,0.728,X,285164.26,31.019241,-73.247025
PROP202401790,APP202401790,152500,3/16/2024,avm,0.917,X,347526.31,43.409361,-88.867952
PROP202401791,APP202401791,158500,1/29/2024,full_appraisal,,X,142243.83,34.265132,-100.035846
PROP202401792,APP202401792,256900,9/23/2024,full_appraisal,,X,226771.92,43.278211,-101.794701
PROP202401793,APP202401793,130800,4/21/2024,exterior_only,,X,537963.76,47.648872,-108.080207
